Stkcd,Reptdt,S0301a,S0302a,S0303a,S0304a,S0305a,S0306a
2356,2018/12/31,权星商业管理(深圳)有限公司,19356370,3,3.67,流通A股,5
2356,2018/12/31,孙宏建,10300115,3,1.95,流通A股,6
2356,2018/12/31,王磊,2321520,3,0.44,"境内自然人持有股份,流通A股",7
2356,2018/12/31,国经联创(北京)置业有限公司,1776160,3,0.34,流通A股,8
2356,2018/12/31,周永山,1755522,3,0.33,流通A股,9
2356,2018/12/31,王琼,1037000,3,0.2,流通A股,10
2357,2018/12/31,四川富临实业集团有限公司,60080616,1,19.17,流通A股,1
2357,2018/12/31,永锋集团有限公司,48143133,3,15.36,流通A股,2
2357,2018/12/31,宁波泰虹企业管理有限公司,45590088,3,14.54,流通A股,3
2357,2018/12/31,姚慧,1776895,3,0.57,流通A股,4
2357,2018/12/31,安东,1592200,3,0.51,流通A股,5
2357,2018/12/31,陈钧操,1420000,3,0.45,流通A股,6
2357,2018/12/31,张天虚,1348119,3,0.43,流通A股,7
2357,2018/12/31,宁博,1326600,3,0.42,流通A股,8
2357,2018/12/31,许波,1120000,3,0.36,流通A股,9
2357,2018/12/31,熊春香,1098000,3,0.35,流通A股,10
2358,2018/12/31,河南森源集团有限公司,198295040,1,21.33,流通A股,1
2358,2018/12/31,楚金甫,168240256,1,18.1,流通A股,2
2358,2018/12/31,河南隆源投资有限公司,91929600,1,9.89,流通A股,3
2358,2018/12/31,天津源和商务咨询合伙企业(有限合伙),42126393,3,4.53,流通A股,4
2358,2018/12/31,河南资产管理有限公司,38284839,3,4.12,流通A股,5
2358,2018/12/31,杨合岭,25764096,3,2.77,"境内自然人持有股份,流通A股",6
2358,2018/12/31,河南中原金控有限公司,24561557,3,2.64,流通A股,7
2358,2018/12/31,罗碧波,8929365,3,0.96,流通A股,8
2358,2018/12/31,罗松波,7567000,3,0.81,流通A股,9
2358,2018/12/31,倪富兰,7049100,3,0.76,流通A股,10
2359,2018/12/31,龙跃实业集团有限公司,382115013,1,35.15,"境内法人持有股份,流通A股",1
2359,2018/12/31,天津信利隆科技有限公司,99298361,1,9.13,境内法人持有股份,2
2359,2018/12/31,任志莲,63517426,1,5.84,"境内自然人持有股份,流通A股",3
2359,2018/12/31,云南德勤贸易有限公司,46356793,1,4.26,境内法人持有股份,4
2359,2018/12/31,兴业财富资产-兴业银行-兴业财富-兴隆17号特定多客户资产管理计划,41897211,3,3.85,境内法人持有股份,5
2359,2018/12/31,华信信托股份有限公司-华信信托·工信23号集合资金信托计划,19881939,3,1.83,流通A股,6
2359,2018/12/31,陕西省国际信托股份有限公司-陕国投·鑫鑫向荣85号证券投资集合资金信托计划,18836422,3,1.73,流通A股,7
2359,2018/12/31,兴业财富资产-兴业银行-兴业财富-兴隆18号特定多客户资产管理计划,18542718,3,1.71,境内法人持有股份,8
2359,2018/12/31,深圳市京基互金科技产业合伙企业(有限合伙),13504990,1,1.24,流通A股,9
2359,2018/12/31,长安国际信托股份有限公司-长安信托-长安投资620号证券投资集合资金信托计划,12427964,3,1.14,流通A股,10
2360,2018/12/31,张云升,83090000,1,21.22,"境内自然人持有股份,流通A股",1
2360,2018/12/31,张乃蛇,11684166,3,2.98,"境内自然人持有股份,流通A股",2
2360,2018/12/31,郑俊卿,10127060,3,2.59,"境内自然人持有股份,流通A股",3
2360,2018/12/31,任安增,9992000,3,2.55,流通A股,4
2360,2018/12/31,邬庆文,9839018,3,2.51,"境内自然人持有股份,流通A股",5
2360,2018/12/31,邬卓,8970748,3,2.29,流通A股,6
2360,2018/12/31,赵贵存,6818000,3,1.74,流通A股,7
2360,2018/12/31,白利军,6097670,3,1.56,"境内自然人持有股份,流通A股",8
2360,2018/12/31,南俊,4997940,3,1.28,流通A股,9
2360,2018/12/31,秦挨贵,4035350,3,1.03,流通A股,10
2361,2018/12/31,刘志坚,196525980,1,23.46,"境内自然人持有股份,流通A股",1
2361,2018/12/31,刘琪,32000000,1,3.82,流通A股,2
2361,2018/12/31,徐昭,30749710,1,3.67,境内自然人持有股份,3
2361,2018/12/31,刘绍宏,28800000,3,3.44,"境内自然人持有股份,流通A股",4
2361,2018/12/31,李保才,22980000,1,2.74,"境内自然人持有股份,流通A股",5
2361,2018/12/31,王学良,19247598,1,2.3,流通A股,6
2361,2018/12/31,徐卫国,15103604,1,1.8,流通A股,7
2361,2018/12/31,闵茂群,13133268,1,1.57,流通A股,8
2361,2018/12/31,谢仁国,10282806,3,1.23,流通A股,9
2361,2018/12/31,贾土岗,8612900,1,1.03,流通A股,10
2362,2018/12/31,刘迎建,48030838,1,22.13,"境内自然人持有股份,流通A股",1
2362,2018/12/31,徐冬青,20536674,3,9.46,流通A股,2
2362,2018/12/31,中国科学院自动化研究所,12611564,3,5.81,流通A股,3
2362,2018/12/31,中央汇金资产管理有限责任公司,2385600,3,1.1,流通A股,4
2362,2018/12/31,汉王科技股份有限公司-第2期员工持股计划,2253348,3,1.04,流通A股,5
2362,2018/12/31,徐冬坚,1156422,3,0.53,"境内自然人持有股份,流通A股",6
2362,2018/12/31,北京用友科技有限公司,893693,3,0.41,流通A股,7
2362,2018/12/31,周文,800000,3,0.37,流通A股,8
2362,2018/12/31,陈勇,760140,3,0.35,流通A股,9
2362,2018/12/31,柳玉春,699800,3,0.32,流通A股,10
2363,2018/12/31,隆基集团有限公司,175771440,1,42.24,流通A股,1
2363,2018/12/31,泰达宏利基金-民生银行-天津信托-天津信托·优选定增2号集合资金信托计划,14322968,3,3.44,流通A股,2
2363,2018/12/31,民生加银基金-平安银行-天津信托-天津信托·优选定增8号集合资金信托计划,8709677,3,2.09,流通A股,3
2363,2018/12/31,民生加银基金-建设银行-华鑫国际信托-华鑫信托·智选9号证券投资集合资金信托计划,4394071,3,1.06,流通A股,4
2363,2018/12/31,唐岩,4096590,3,0.98,流通A股,5
2363,2018/12/31,五矿国际信托有限公司,3016780,3,0.73,流通A股,6
2363,2018/12/31,上海舜淮投资管理有限公司,2500000,3,0.6,流通A股,7
2363,2018/12/31,李玉华,2140400,3,0.51,流通A股,8
2363,2018/12/31,郭学愚,2000000,3,0.48,流通A股,9
2363,2018/12/31,孙亮,1934129,3,0.46,流通A股,10
2364,2018/12/31,杭州中恒科技投资有限公司,200389724,1,35.56,流通A股,1
2364,2018/12/31,朱国锭,45497250,1,8.07,"境内自然人持有股份,流通A股",2
2364,2018/12/31,周庆捷,15954165,1,2.83,"境内自然人持有股份,流通A股",3
2364,2018/12/31,包晓茹,15000000,3,2.66,流通A股,4
2364,2018/12/31,张永浩,8473720,3,1.5,流通A股,5
2364,2018/12/31,汇添富基金-兴业银行-三峡资本控股有限责任公司,5620765,3,1,流通A股,6
2364,2018/12/31,北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划,5204836,3,0.92,流通A股,7
2364,2018/12/31,浙商汇融投资管理有限公司,4032258,3,0.72,流通A股,8
2364,2018/12/31,深圳福星资本管理有限公司,4032258,3,0.72,流通A股,9
2364,2018/12/31,邓启莉,3716338,3,0.66,流通A股,10
2365,2018/12/31,陈勇,63468000,1,21.54,"境内自然人持有股份,流通A股",1
2365,2018/12/31,黄冈永安药业有限公司,10529232,3,3.57,流通A股,2
2365,2018/12/31,中央汇金资产管理有限责任公司,7773750,3,2.64,流通A股,3
2365,2018/12/31,宋颂,2382750,3,0.81,流通A股,4
2365,2018/12/31,彭宏松,1849900,3,0.63,流通A股,5
2365,2018/12/31,陈春松,1461170,3,0.5,流通A股,6
2365,2018/12/31,刘红,1408313,3,0.48,流通A股,7
2365,2018/12/31,黄雪英,1322900,3,0.45,流通A股,8
2365,2018/12/31,香港中央结算有限公司,1192522,3,0.4,流通A股,9
2365,2018/12/31,吕金朝,1099940,3,0.37,"境内自然人持有股份,流通A股",10
2366,2018/12/31,烟台市台海集团有限公司,379021283,1,43.71,"境内法人持有股份,流通A股",1
2366,2018/12/31,辛玲,25638600,3,2.96,流通A股,2
2366,2018/12/31,香港中央结算有限公司,20709172,3,2.39,流通A股,3
2366,2018/12/31,罗志中,18230202,3,2.1,流通A股,4
2366,2018/12/31,中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,13428575,3,1.55,流通A股,5
2366,2018/12/31,交通银行股份有限公司-富国天益价值混合型证券投资基金,12671100,3,1.46,流通A股,6
2366,2018/12/31,浙江海宁巨铭投资合伙企业(有限合伙),11637994,1,1.34,流通A股,7
2366,2018/12/31,烟台市泉韵金属有限公司,10475932,1,1.21,境内法人持有股份,8
2366,2018/12/31,全国社保基金一一四组合,10089319,3,1.16,流通A股,9
2366,2018/12/31,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),10024800,3,1.16,流通A股,10
2367,2018/12/31,王友林,358591306,1,44.96,"境内自然人持有股份,流通A股",1
2367,2018/12/31,康力电梯股份有限公司-第一期员工持股计划,30084286,3,3.77,流通A股,2
2367,2018/12/31,朱美娟,17280000,3,2.17,流通A股,3
2367,2018/12/31,上海隆源资产经营有限公司,12328585,3,1.55,流通A股,4
2367,2018/12/31,泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001深,4628960,3,0.58,流通A股,5
2367,2018/12/31,兴全基金-民生银行-中国民生信托-中国民生信托·FOF一号单一资金信托,4039083,3,0.51,流通A股,6
2367,2018/12/31,芜湖长元股权投资基金(有限合伙),3951361,3,0.5,流通A股,7
2367,2018/12/31,中国工商银行-富国中证红利指数增强型证券投资基金,3508600,3,0.44,流通A股,8
2367,2018/12/31,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,3448203,3,0.43,流通A股,9
2367,2018/12/31,全国社保基金一一一组合,3283793,3,0.41,流通A股,10
2368,2018/12/31,华北计算技术研究所(中国电子科技集团公司第十五研究所),160841120,3,38.74,流通A股,1
2368,2018/12/31,全国社保基金一零三组合,17009427,3,4.1,流通A股,2
2368,2018/12/31,中电科投资控股有限公司,8678598,3,2.09,流通A股,3
2368,2018/12/31,姜晓丹,7554085,1,1.82,流通A股,4
2368,2018/12/31,全国社保基金一一一组合,7450005,3,1.79,流通A股,5
2368,2018/12/31,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,5655609,3,1.36,流通A股,6
2368,2018/12/31,中国工商银行股份有限公司-博时精选混合型证券投资基金,5499990,3,1.32,流通A股,7
2368,2018/12/31,中国银行-嘉实成长收益型证券投资基金,5223000,3,1.26,流通A股,8
2368,2018/12/31,中国建设银行股份有限公司-富国国家安全主题混合型证券投资基金,4766537,3,1.15,流通A股,9
2368,2018/12/31,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,4234017,3,1.02,流通A股,10
2369,2018/12/31,夏传武,113534850,1,19.58,境内自然人持有股份,1
2369,2018/12/31,深圳市上元星晖电子产业股权投资基金企业(有限合伙),24327784,1,4.19,境内法人持有股份,2
2369,2018/12/31,深圳市中科祥瑞资本管理合伙企业(有限合伙),21804097,1,3.76,境内法人持有股份,3
2369,2018/12/31,深圳市上元资本管理有限公司-上元5号私募基金,12290635,3,2.12,流通A股,4
2369,2018/12/31,李国辉,8228920,3,1.42,流通A股,5
2369,2018/12/31,王卫,7103393,1,1.22,境内自然人持有股份,6
2369,2018/12/31,魏杰,6790000,3,1.17,流通A股,7
2369,2018/12/31,百年人寿保险股份有限公司-百年人寿-传统保险产品,6692401,3,1.15,流通A股,8
2369,2018/12/31,周彤,6000064,3,1.03,流通A股,9
2369,2018/12/31,深圳市聚睿投资管理企业(有限合伙),4000000,1,0.69,境内法人持有股份,10
2370,2018/12/31,浙江亚太集团有限公司,108100000,1,20.15,流通A股,1
2370,2018/12/31,绍兴柯桥亚太房地产有限公司,40662000,1,7.58,流通A股,2
2370,2018/12/31,陈尧根,27140218,1,5.06,"境内自然人持有股份,流通A股",3
2370,2018/12/31,珠海节信环保有限公司,27000000,3,5.03,流通A股,4
2370,2018/12/31,深圳国研医药研发科技有限公司,27000000,3,5.03,流通A股,5
2370,2018/12/31,上海华富利得资产-民生银行-富鼎6号专项资产管理计划,25798580,3,4.81,境内法人持有股份,6
2370,2018/12/31,钟婉珍,21101892,1,3.93,境内自然人持有股份,7
2370,2018/12/31,吕旭幸,20097040,1,3.75,境内自然人持有股份,8
2370,2018/12/31,沈依伊,18087336,1,3.37,境内自然人持有股份,9
2370,2018/12/31,云南国际信托有限公司-汇赢5号集合资金信托计划,13401500,3,2.5,流通A股,10
2371,2018/12/31,北京七星华电科技集团有限责任公司,178175721,3,38.9,"国有法人股,流通A股",1
2371,2018/12/31,北京电子控股有限责任公司,42287460,3,9.23,国有法人股,2
2371,2018/12/31,国家集成电路产业投资基金股份有限公司,34364261,3,7.5,国有法人股,3
2371,2018/12/31,北京京国瑞国企改革发展基金(有限合伙),11454753,3,2.5,境内法人持有股份,4
2371,2018/12/31,中央汇金资产管理有限责任公司,8749300,3,1.91,流通A股,5
2371,2018/12/31,北京芯动能投资基金(有限合伙),7083172,3,1.55,境内法人持有股份,6
2371,2018/12/31,北京硅元科电微电子技术有限责任公司,6732766,3,1.47,流通A股,7
2371,2018/12/31,中国银行股份有限公司-海富通股票混合型证券投资基金,5374675,3,1.17,流通A股,8
2371,2018/12/31,北京圆合电子技术股份有限公司,5174938,3,1.13,"境内法人持有股份,流通A股",9
2371,2018/12/31,全国社保基金四一三组合,3900071,3,0.85,流通A股,10
2372,2018/12/31,伟星集团有限公司,502799637,1,38.35,流通A股,1
2372,2018/12/31,临海慧星投资发展有限公司,257346987,1,19.63,流通A股,2
2372,2018/12/31,章卡鹏,68782028,3,5.25,"境内自然人持有股份,流通A股",3
2372,2018/12/31,张三云,45854687,1,3.5,"境内自然人持有股份,流通A股",4
2372,2018/12/31,香港中央结算有限公司,26012953,3,1.98,流通A股,5
2372,2018/12/31,谢瑾琨,17727343,3,1.35,"境内自然人持有股份,流通A股",6
2372,2018/12/31,金红阳,12885844,3,0.98,"境内自然人持有股份,流通A股",7
2372,2018/12/31,全国社保基金四零六组合,12534479,3,0.96,流通A股,8
2372,2018/12/31,中央汇金资产管理有限责任公司,12187198,3,0.93,流通A股,9
2372,2018/12/31,永安国富资产管理有限公司-永安国富-永富10号私募证券投资基金,9863565,3,0.75,流通A股,10
2373,2018/12/31,夏曙东,319590408,1,21.5,"境内自然人持有股份,流通A股",1
2373,2018/12/31,北京千方集团有限公司,137336276,3,9.24,境内法人持有股份,2
2373,2018/12/31,北京中智汇通信息科技有限公司,82420456,1,5.54,流通A股,3
2373,2018/12/31,北京建信股权投资基金(有限合伙),72831036,1,4.9,流通A股,4
2373,2018/12/31,建信(北京)投资基金管理有限责任公司-芜湖建信鼎信投资管理中心(有限合伙),61891206,3,4.16,境内法人持有股份,5
2373,2018/12/31,芜湖宇昆股权投资合伙企业(有限合伙),49437816,1,3.33,境内法人持有股份,6
2373,2018/12/31,芜湖宇仑股权投资合伙企业(有限合伙),49437816,1,3.33,境内法人持有股份,7
2373,2018/12/31,张志平,42575826,1,2.86,流通A股,8
2373,2018/12/31,赖志斌,40597308,1,2.73,流通A股,9
2373,2018/12/31,全国社保基金一零七组合,31528656,3,2.12,流通A股,10
2374,2018/12/31,苏州睿畅投资管理有限公司,96517021,1,11,流通A股,1
2374,2018/12/31,汤于,71622369,1,8.16,境内自然人持有股份,2
2374,2018/12/31,孙世尧,66649111,1,7.6,流通A股,3
2374,2018/12/31,杭州晨莘投资管理合伙企业(有限合伙),32327722,3,3.68,流通A股,4
2374,2018/12/31,孙鲲鹏,29577460,1,3.37,"境内自然人持有股份,流通A股",5
2374,2018/12/31,王寿纯,22000000,1,2.51,境内自然人持有股份,6
2374,2018/12/31,兰坤,19734000,1,2.25,境内自然人持有股份,7
2374,2018/12/31,西藏坤德投资有限公司,19008000,3,2.17,流通A股,8
2374,2018/12/31,孙晓光,18338297,1,2.09,流通A股,9
2374,2018/12/31,王榕,8700000,3,0.99,流通A股,10
2375,2018/12/31,亚厦控股有限公司,439090032,1,32.77,流通A股,1
2375,2018/12/31,张杏娟,169016596,1,12.61,流通A股,2
2375,2018/12/31,丁欣欣,90250107,3,6.74,"境内自然人持有股份,流通A股",3
2375,2018/12/31,中央汇金资产管理有限责任公司,15016200,3,1.12,流通A股,4
2375,2018/12/31,中国证券金融股份有限公司,12828319,3,0.96,流通A股,5
2375,2018/12/31,丁泽成,12000050,3,0.9,"境内自然人持有股份,流通A股",6
2375,2018/12/31,王文广,10331280,1,0.77,"境内自然人持有股份,流通A股",7
2375,2018/12/31,丁海富,10158559,1,0.76,"境内自然人持有股份,流通A股",8
2375,2018/12/31,金曙光,9683518,3,0.72,流通A股,10
2375,2018/12/31,中意人寿保险有限公司-中石油年金产品--股票账户,9993196,3,0.75,流通A股,9
2376,2018/12/31,威海北洋电气集团股份有限公司,92738540,1,13.93,"国有法人股,流通A股",1
2376,2018/12/31,石河子联众利丰投资合伙企业(有限合伙),62454415,1,9.38,流通A股,2
2376,2018/12/31,威海国有资产经营(集团)有限公司,41481473,1,6.23,"国有法人股,流通A股",3
2376,2018/12/31,丛强滋,24319407,1,3.65,"境内自然人持有股份,流通A股",4
2376,2018/12/31,门洪强,14694017,1,2.21,流通A股,5
2376,2018/12/31,山东省高新技术创业投资有限公司,14083169,3,2.12,流通A股,6
2376,2018/12/31,中国工商银行股份有限公司-易方达科翔混合型证券投资基金,9305300,3,1.4,流通A股,7
2376,2018/12/31,香港中央结算有限公司,8583075,3,1.29,流通A股,8
2376,2018/12/31,中央汇金资产管理有限责任公司,8232500,3,1.24,流通A股,9
2376,2018/12/31,中国建设银行股份有限公司-易方达国防军工混合型证券投资基金,6499500,3,0.98,流通A股,10
2377,2018/12/31,国创高科实业集团有限公司,338037105,1,36.89,"境内法人持有股份,流通A股",1
2377,2018/12/31,深圳市大田投资有限公司,72175687,1,7.88,境内法人持有股份,2
2377,2018/12/31,拉萨市云房创富投资管理有限公司,65235571,1,7.12,境内法人持有股份,3
2377,2018/12/31,共青城互兴明华投资管理合伙企业(有限合伙),65050995,1,7.1,境内法人持有股份,4
2377,2018/12/31,湖北长兴物资有限公司,24000000,1,2.62,流通A股,5
2377,2018/12/31,五叶神投资有限公司,20665839,3,2.26,"境内法人持有股份,流通A股",6
2377,2018/12/31,深圳传承互兴投资合伙企业(有限合伙),14690989,1,1.6,"境内法人持有股份,流通A股",7
2377,2018/12/31,太平洋证券-平安银行-太平洋证券共赢3号集合资产管理计划,12437810,3,1.36,境内法人持有股份,8
2377,2018/12/31,陈德林,12136500,3,1.32,流通A股,9
2377,2018/12/31,钟俊,11537500,3,1.26,流通A股,10
2378,2018/12/31,崇义章源投资控股有限公司,648942680,1,70.22,流通A股,1
2378,2018/12/31,柴长茂,11700000,3,1.27,流通A股,2
2378,2018/12/31,香港中央结算有限公司,2933606,3,0.32,流通A股,3
2378,2018/12/31,梁淑娴,2116500,3,0.23,流通A股,4
2378,2018/12/31,邬伟民,2102413,3,0.23,流通A股,5
2378,2018/12/31,丁伟建,1904902,3,0.21,流通A股,6
2378,2018/12/31,崔国君,1663000,3,0.18,流通A股,7
2378,2018/12/31,侯建湘,1661600,3,0.18,流通A股,8
2378,2018/12/31,刘淑琴,1629000,3,0.18,流通A股,9
2378,2018/12/31,王俊华,1308986,3,0.14,流通A股,10
2379,2018/12/31,山东宏桥新型材料有限公司,261096605,3,28.18,流通A股,1
2379,2018/12/31,于荣强,68143395,1,7.36,流通A股,2
2379,2018/12/31,黄文华,7318748,3,0.79,流通A股,3
2379,2018/12/31,北京中邦诺尔科技发展有限公司,4715100,3,0.51,流通A股,4
2379,2018/12/31,姜芳,4404100,3,0.48,流通A股,5
2379,2018/12/31,罗智慧,3504100,3,0.38,流通A股,6
2379,2018/12/31,章承宝,2950001,3,0.32,流通A股,7
2379,2018/12/31,周志高,2905100,3,0.31,流通A股,8
2379,2018/12/31,张丽波,2645000,3,0.29,流通A股,9
2379,2018/12/31,深圳安程能源控股有限公司,2541300,3,0.27,流通A股,10
2380,2018/12/31,刘国耀,61097400,3,25.46,"境内自然人持有股份,流通A股",1
2380,2018/12/31,胡歙眉,52689000,3,21.95,"境内自然人持有股份,流通A股",2
2380,2018/12/31,刘建耀,8750000,1,3.65,"境内自然人持有股份,流通A股",3
2380,2018/12/31,平安基金-平安银行-深圳平安大华汇通财富管理有限公司,7689350,3,3.2,流通A股,4
2380,2018/12/31,曹瑞峰,3933600,3,1.64,"境内自然人持有股份,流通A股",5
2380,2018/12/31,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,3853086,3,1.61,流通A股,6
2380,2018/12/31,张勇,2465652,3,1.03,流通A股,7
2380,2018/12/31,梅建华,2263725,3,0.94,"境内自然人持有股份,流通A股",8
2380,2018/12/31,胡梓章,1992202,3,0.83,流通A股,9
2380,2018/12/31,李海康,1169900,3,0.49,流通A股,10
2381,2018/12/31,沈耿亮,86110293,1,20.1,"境内自然人持有股份,流通A股",1
2381,2018/12/31,浙江双井投资有限公司,38750000,1,9.04,境内法人持有股份,2
2381,2018/12/31,泰达宏利基金-民生银行-国民信托-国民信托·证通1号单一资金信托,38750000,3,9.04,境内法人持有股份,3
2381,2018/12/31,虞炳英,22611200,3,5.28,流通A股,4
2381,2018/12/31,沈会民,16605000,3,3.88,"境内自然人持有股份,流通A股",5
2381,2018/12/31,严宏斌,9045600,3,2.11,"境内自然人持有股份,流通A股",6
2381,2018/12/31,沈洪发,8590000,3,2,"境内自然人持有股份,流通A股",7
2381,2018/12/31,兴业国际信托有限公司-兴业信托-双箭股份1期员工持股集合资金信托计划,6347300,3,1.48,流通A股,8
2381,2018/12/31,虞炳仁,5683100,3,1.33,"境内自然人持有股份,流通A股",9
2381,2018/12/31,俞明松,4281500,3,1,流通A股,10
2382,2018/12/31,淄博蓝帆投资有限公司,326819243,1,33.9,"境内法人持有股份,流通A股",1
2382,2018/12/31,北京中信投资中心(有限合伙),190900843,3,19.8,境内法人持有股份,2
2382,2018/12/31,蓝帆集团股份有限公司,70100000,1,7.27,流通A股,3
2382,2018/12/31,中轩投资有限公司,60188000,1,6.24,流通A股,4
2382,2018/12/31,珠海巨擎秦风鲁颂股权投资中心(有限合伙),30333229,1,3.15,流通A股,5
2382,2018/12/31,共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金,17707212,3,1.84,境内法人持有股份,6
2382,2018/12/31,国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙),15608180,3,1.62,境内法人持有股份,7
2382,2018/12/31,中国银行股份有限公司-景顺长城优选混合型证券投资基金,12045259,3,1.25,流通A股,8
2382,2018/12/31,上海康橙投资中心(有限合伙),10803500,3,1.12,流通A股,9
2382,2018/12/31,江苏疌泉毅达融京股权并购投资基金(有限合伙),10764262,3,1.12,境内法人持有股份,10
2383,2018/12/31,郭信平,289264422,1,38.82,"境内自然人持有股份,流通A股",1
2383,2018/12/31,王世忱,25232957,3,3.39,流通A股,2
2383,2018/12/31,上海爱建信托有限责任公司-爱建信托-重阳1号证券投资事务管理类单一资金信托,24674750,3,3.31,流通A股,3
2383,2018/12/31,李亚楠,22556751,3,3.03,流通A股,4
2383,2018/12/31,靳荣伟,17900582,1,2.4,"境内自然人持有股份,流通A股",5
2383,2018/12/31,高春雷,8215216,3,1.1,流通A股,6
2383,2018/12/31,中铁信托有限责任公司-中铁信托·合众思壮高管增持1号集合资金信托计划,8200000,3,1.1,流通A股,7
2383,2018/12/31,郭四清,7334446,3,0.98,"境内自然人持有股份,流通A股",8
2383,2018/12/31,白素杰,5773776,3,0.77,境内自然人持有股份,9
2383,2018/12/31,全国社保基金四一三组合,5599914,3,0.75,流通A股,10
2384,2018/12/31,袁永刚,255163460,1,15.88,"境内自然人持有股份,流通A股",1
2384,2018/12/31,袁永峰,255163460,1,15.88,"境内自然人持有股份,流通A股",2
2384,2018/12/31,袁富根,111528000,1,6.94,流通A股,3
2384,2018/12/31,苏州市尧旺企业管理有限公司,81081080,3,5.05,流通A股,4
2384,2018/12/31,金鹰基金-浙商银行-渤海国际信托-渤海信托·恒利丰176号集合资金信托计划,64195803,3,4,流通A股,5
2384,2018/12/31,云南国际信托有限公司-云信智胜1号单一资金信托,47903177,3,2.98,流通A股,6
2384,2018/12/31,兴银基金-浦发银行-西藏信托-西藏信托·顺浦23号单一资金信托,32400545,3,2.02,流通A股,7
2384,2018/12/31,鹏华资产-招商银行-华润深国投-华润信托·景睿6号单一资金信托,30048940,3,1.87,流通A股,8
2384,2018/12/31,全国社保基金一一六组合,20039690,3,1.25,流通A股,9
2384,2018/12/31,中国建设银行股份有限公司-易方达国防军工混合型证券投资基金,20000000,3,1.24,流通A股,10
2385,2018/12/31,邵根伙,1750382283,1,41.25,"境内自然人持有股份,流通A股",1
2385,2018/12/31,邱玉文,154409610,1,3.64,流通A股,2
2385,2018/12/31,甄国振,100851807,3,2.38,流通A股,3
2385,2018/12/31,赵雁青,82323662,1,1.94,流通A股,4
2385,2018/12/31,中央汇金资产管理有限责任公司,49099800,3,1.16,流通A股,5
2385,2018/12/31,中国证券金融股份有限公司,48680935,3,1.15,流通A股,6
2385,2018/12/31,北信瑞丰基金-工商银行-北信瑞丰基金和君软件1号资产管理计划,48335122,3,1.14,流通A股,7
2385,2018/12/31,中信证券-中信银行-中信证券积极策略3号集合资产管理计划,45078472,3,1.06,流通A股,8
2385,2018/12/31,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,41514977,3,0.98,流通A股,9
2385,2018/12/31,重庆中新融拓投资中心(有限合伙),40279269,1,0.95,流通A股,10
2385,2018/12/31,国华人寿保险股份有限公司-万能三号,40279269,3,0.95,流通A股,11
2386,2018/12/31,宜宾市国有资产经营有限公司,131847574,3,16.88,流通A股,1
2386,2018/12/31,浙江荣盛控股集团有限公司,74804754,3,9.58,流通A股,2
2386,2018/12/31,中国东方资产管理股份有限公司,46317541,3,5.93,流通A股,3
2386,2018/12/31,四川全明劲力旅游开发有限公司,37974683,3,4.86,国有法人股,4
2386,2018/12/31,宜宾市南溪区兴南资源开发有限公司,31645569,3,4.05,国有法人股,5
2386,2018/12/31,肖云茂,16340790,3,2.09,"境内自然人持有股份,流通A股",6
2386,2018/12/31,朱春梅,15822784,3,2.03,境内自然人持有股份,7
2386,2018/12/31,伍仲乾,10510892,3,1.35,"境内自然人持有股份,流通A股",8
2386,2018/12/31,江海证券有限公司,9559565,3,1.22,流通A股,9
2386,2018/12/31,中央汇金资产管理有限责任公司,8493900,3,1.09,流通A股,10
2387,2018/12/31,西藏知合资本管理有限公司,439401197,3,32.13,"境内法人持有股份,流通A股",1
2387,2018/12/31,昆山经济技术开发区集体资产经营有限公司,131730538,3,9.63,境内法人持有股份,2
2387,2018/12/31,汇安基金-中信银行-汇安基金-信睿1号资产管理计划,67371257,3,4.93,境内法人持有股份,3
2387,2018/12/31,国寿安保基金-交通银行-国寿安保-民生信托定增7号资产管理计划,67365269,3,4.93,境内法人持有股份,4
2387,2018/12/31,国投泰康信托有限公司-国投泰康信托金雕681号单一资金信托,67365269,3,4.93,境内法人持有股份,5
2387,2018/12/31,建信基金-工商银行-建信华润信托兴晟6号资产管理计划,67365269,3,4.93,境内法人持有股份,6
2387,2018/12/31,农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划,65868263,3,4.82,境内法人持有股份,7
2387,2018/12/31,光大保德信资管-光大银行-光大保德信耀财富富增9号专项资产管理计划,65868263,3,4.82,境内法人持有股份,8
2387,2018/12/31,金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托,59880239,3,4.38,境内法人持有股份,9
2387,2018/12/31,林秀浩,31977600,3,2.34,流通A股,10
2388,2018/12/31,深圳市新力达电子集团有限公司,233824717,1,46.42,"境内法人持有股份,流通A股",1
2388,2018/12/31,龙冶,1590000,3,0.32,流通A股,9
